doc_no,item_seq,sys_no,author,title,edition,imprint,publication_date,citation,barcode,class,collection_code,call_number_key,primary_call_no_desc,item_desc,internal_note,item_status,event_id,event_type,event_category,event_category_label,event_date,event_hour,event_minute,event_day_part,event_month,event_year,event_year_month,patron_status,patron_type
4316077,10,4316077,"Edwards, Linda Holdeman, 1948-",Legal writing :,5th ed.,"Austin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010.",2010,"Edwards, Linda Holdeman, 1948- ÊLegal writing : process, analysis, and organization / Linda H. Edwards. ÊAustin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010. Êxxvii, 461 p. ; 26 cm. [004316077]",L00513587T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e39 2010",KF250 .E39 2010,,,12,40432,Simple Loan,02,Loans,"Oct 3, 2012",10,51,Morning,10,2012,2012/10,Graduate Student,Grad - Law
4316077,10,4316077,"Edwards, Linda Holdeman, 1948-",Legal writing :,5th ed.,"Austin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010.",2010,"Edwards, Linda Holdeman, 1948- ÊLegal writing : process, analysis, and organization / Linda H. Edwards. ÊAustin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010. Êxxvii, 461 p. ; 26 cm. [004316077]",L00513587T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e39 2010",KF250 .E39 2010,,,12,29387,Simple Loan,02,Loans,"Aug 19, 2012",17,38,Evening,08,2012,2012/08,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,1882,Simple Loan,02,Loans,"Oct 22, 2009",13,01,Noon,10,2009,2009/10,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,46948,Simple Loan,02,Loans,"Nov 23, 2011",12,37,Morning,11,2011,2011/11,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,17065,Simple Loan,02,Loans,"Nov 15, 2011",19,42,Evening,11,2011,2011/11,Graduate Student,Grad - Law
4317340,930,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00491831Q,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.12,,12,1044,Simple Loan,02,Loans,"Oct 17, 2010",15,55,Noon,10,2010,2010/10,Graduate Student,Grad - Law
4317340,930,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00491831Q,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.12,,12,36644,Simple Loan,02,Loans,"Apr 8, 2011",12,56,Morning,04,2011,2011/04,Graduate Student,Grad - Law
4317340,930,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00491831Q,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.12,,12,41812,Simple Loan,02,Loans,"Apr 10, 2011",15,11,Noon,04,2011,2011/04,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,20285,Simple Loan,02,Loans,"Feb 29, 2012",16,12,Noon,02,2012,2012/02,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,4852,Simple Loan,02,Loans,"Jun 11, 2012",09,02,Morning,06,2012,2012/06,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,43463,Simple Loan,02,Loans,"Dec 13, 2012",13,02,Noon,12,2012,2012/12,Graduate Student,Grad - Law
4316077,10,4316077,"Edwards, Linda Holdeman, 1948-",Legal writing :,5th ed.,"Austin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010.",2010,"Edwards, Linda Holdeman, 1948- ÊLegal writing : process, analysis, and organization / Linda H. Edwards. ÊAustin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010. Êxxvii, 461 p. ; 26 cm. [004316077]",L00513587T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e39 2010",KF250 .E39 2010,,,12,32504,Simple Loan,02,Loans,"Aug 20, 2012",14,33,Noon,08,2012,2012/08,Graduate Student,Grad - Law
4316077,10,4316077,"Edwards, Linda Holdeman, 1948-",Legal writing :,5th ed.,"Austin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010.",2010,"Edwards, Linda Holdeman, 1948- ÊLegal writing : process, analysis, and organization / Linda H. Edwards. ÊAustin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010. Êxxvii, 461 p. ; 26 cm. [004316077]",L00513587T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e39 2010",KF250 .E39 2010,,,12,14632,Simple Loan,02,Loans,"Aug 13, 2012",13,41,Noon,08,2012,2012/08,Graduate Student,Grad - Law
4316077,10,4316077,"Edwards, Linda Holdeman, 1948-",Legal writing :,5th ed.,"Austin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010.",2010,"Edwards, Linda Holdeman, 1948- ÊLegal writing : process, analysis, and organization / Linda H. Edwards. ÊAustin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010. Êxxvii, 461 p. ; 26 cm. [004316077]",L00513587T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e39 2010",KF250 .E39 2010,,,12,38933,Simple Loan,02,Loans,"Aug 17, 2010",13,56,Noon,08,2010,2010/08,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,8832,Simple Loan,02,Loans,"Aug 25, 2009",10,35,Morning,08,2009,2009/08,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,17644,Simple Loan,02,Loans,"Sep 10, 2009",12,17,Morning,09,2009,2009/09,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,20708,Simple Loan,02,Loans,"Aug 24, 2010",19,43,Evening,08,2010,2010/08,Graduate Student,Grad - Law
4317340,930,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00491831Q,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.12,,12,49279,Simple Loan,02,Loans,"Sep 25, 2011",16,13,Noon,09,2011,2011/09,Graduate Student,Grad - Law
4317340,930,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00491831Q,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.12,,12,2825,Simple Loan,02,Loans,"Aug 29, 2011",11,38,Morning,08,2011,2011/08,Graduate Student,Grad - General
4277812,20,4277785,,Human rights /,2nd ed.,"New York, NY : Foundation Press : Thomson Reuters, 2009.",2009,"Human rights / by Louis Henkin ... [et al.]. ÊNew York, NY : Foundation Press : Thomson Reuters, 2009. Êlvii, 1622 p. ; 26 cm. [004277785]",L005110108,International Human Rights (LAW 236),LRESV,k#3240 h846 2009,K3240 .H846 2009,c.2,,01,29295,Simple Loan,02,Loans,"Jan 17, 2012",12,57,Morning,01,2012,2012/01,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,17502,Simple Loan,02,Loans,"Sep 26, 2012",12,15,Morning,09,2012,2012/09,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,22510,Simple Loan,02,Loans,"Sep 12, 2012",13,23,Noon,09,2012,2012/09,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,23483,Simple Loan,02,Loans,"Aug 25, 2010",14,56,Noon,08,2010,2010/08,Graduate Student,Grad - Law
4316077,10,4316077,"Edwards, Linda Holdeman, 1948-",Legal writing :,5th ed.,"Austin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010.",2010,"Edwards, Linda Holdeman, 1948- ÊLegal writing : process, analysis, and organization / Linda H. Edwards. ÊAustin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010. Êxxvii, 461 p. ; 26 cm. [004316077]",L00513587T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e39 2010",KF250 .E39 2010,,,12,40011,Simple Loan,02,Loans,"Aug 17, 2010",16,32,Noon,08,2010,2010/08,Graduate Student,Grad - Law
4316077,10,4316077,"Edwards, Linda Holdeman, 1948-",Legal writing :,5th ed.,"Austin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010.",2010,"Edwards, Linda Holdeman, 1948- ÊLegal writing : process, analysis, and organization / Linda H. Edwards. ÊAustin [Tex.] : Wolters Kluwer Law & Business ; New York, NY : Aspen Publishers, c2010. Êxxvii, 461 p. ; 26 cm. [004316077]",L00513587T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e39 2010",KF250 .E39 2010,,,12,35080,Simple Loan,02,Loans,"Aug 16, 2010",12,37,Morning,08,2010,2010/08,Fuqua Masters Student,Grad - Fuqua MBA
6380452,10,5581826,,Dispute resolution :,2nd ed.,"New York : Aspen Publishers, c2011.",2011,"Dispute resolution : beyond the adversarial model / Carrie J. Menkel-Meadow ... [et al.]. ÊNew York : Aspen Publishers, c2011. Êxlix, 721 p. : ill. ; 26 cm. + teacher's manual. [005581826]",L00568425U,Alternative Dispute Resolution (LAW 702),LRESV,kf#9084 a75 d57 2011,KF9084.A75 D57 2011,,,12,11650,Simple Loan,02,Loans,"Sep 10, 2012",09,53,Morning,09,2012,2012/09,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,34875,Simple Loan,02,Loans,"Aug 30, 2010",10,40,Morning,08,2010,2010/08,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,17669,Simple Loan,02,Loans,"Sep 22, 2010",11,08,Morning,09,2010,2010/09,Graduate Student,Grad - Law
3901613,10,3891298,"Scott, Robert E., 1944-",Contract law and theory /,4th ed.,"Newark, NJ : LexisNexis, c2007.",2007,"Scott, Robert E., 1944- ÊContract law and theory / Robert E. Scott, Jody S. Kraus. ÊNewark, NJ : LexisNexis, c2007. Êxxxii, 1071, 12, 5 ; 26 cm. [003891298]",L00535954V,Contracts (LAW 130),LRESV,"kf""801 a7 s34 2007",KF801.A7 S34 2007,,,12,44173,Simple Loan,02,Loans,"Oct 25, 2011",11,06,Morning,10,2011,2011/10,Graduate Student,Grad - Law
4277812,20,4277785,,Human rights /,2nd ed.,"New York, NY : Foundation Press : Thomson Reuters, 2009.",2009,"Human rights / by Louis Henkin ... [et al.]. ÊNew York, NY : Foundation Press : Thomson Reuters, 2009. Êlvii, 1622 p. ; 26 cm. [004277785]",L005110108,International Human Rights (LAW 236),LRESV,k#3240 h846 2009,K3240 .H846 2009,c.2,,12,24277,Simple Loan,02,Loans,"Feb 10, 2010",11,59,Morning,02,2010,2010/02,Graduate Student,Grad - Law
4277812,20,4277785,,Human rights /,2nd ed.,"New York, NY : Foundation Press : Thomson Reuters, 2009.",2009,"Human rights / by Louis Henkin ... [et al.]. ÊNew York, NY : Foundation Press : Thomson Reuters, 2009. Êlvii, 1622 p. ; 26 cm. [004277785]",L005110108,International Human Rights (LAW 236),LRESV,k#3240 h846 2009,K3240 .H846 2009,c.2,,12,9725,Simple Loan,02,Loans,"Feb 22, 2010",10,23,Morning,02,2010,2010/02,Graduate Student,Grad - Law
